Altitude,Slope_Orientation,Slope,Horizontal_Distance_To_Water,Vertical_Distance_To_Water,Horizontal_Distance_To_Roadways,Shadow_Index_9h,Shadow_Index_12h,Shadow_Index_15h,Horizontal_Distance_To_Fire_Points,Canopy_Density,Rainfall_Summer,Rainfall_Winter,Wind_Exposure_Level,Vegetation_Type,Soil_Type_Enc,Wilderness_Area_Enc,Vegetation_Type_Enc
3198,297,27,390,105,330,136,220,219,916,79.39,318.5,993.51,14.24,Type_1,10,2,0
3321,319,21,402,126,577,162,216,192,514,53.88,295.14,603.09,11.82,Type_1,12,2,0
3357,128,11,691,182,1471,238,233,125,1008,48.61,359.17,1087.14,9.34,Type_1,0,2,0
2880,326,10,95,18,2835,195,229,173,1922,53.05,208.67,960.09,32.87,Type_1,10,1,0
2894,326,10,228,51,2932,195,229,173,2010,55.94,248.83,594.18,64.55,Type_1,10,1,0
3303,42,14,120,30,1411,222,209,120,1765,88.76,281.04,507.94,18.76,Type_1,7,2,0
3338,322,13,443,143,612,185,226,180,541,58.81,264.33,929.85,57.36,Type_1,12,2,0
3194,180,20,210,7,2206,223,248,148,1616,79.81,275.76,635.52,16.6,Type_1,23,1,0
3295,47,11,404,66,1292,224,216,125,1848,51.63,435.37,1014.33,18.57,Type_1,11,2,0
3243,328,9,573,92,3205,199,230,171,940,79.74,358.72,116.08,28.46,Type_1,15,1,0
3249,9,21,446,98,3013,191,193,134,713,36.54,362.16,529.51,23.61,Type_1,5,1,0
3334,302,21,450,138,598,158,225,206,603,35.92,424.52,461.01,30.77,Type_1,12,2,0
3364,358,16,658,172,830,193,208,151,626,67.15,278.01,367.53,42.83,Type_1,12,2,0
3219,170,16,175,32,2225,230,245,142,1664,49.0,395.18,240.06,47.84,Type_1,23,1,0
3070,170,20,150,45,2462,230,244,135,1515,70.63,266.27,494.11,39.43,Type_1,23,1,0
3174,139,10,90,-8,2308,236,237,131,1528,89.87,150.98,1015.23,26.33,Type_1,23,1,0
2973,338,13,108,8,3394,192,222,168,2042,45.52,430.2,650.49,13.37,Type_1,10,1,0
3312,359,14,360,-19,1477,199,214,152,1973,73.45,191.24,191.6,42.82,Type_1,11,2,0
3332,94,13,256,48,2348,240,220,107,1994,44.14,166.62,1170.41,60.39,Type_1,15,1,0
3170,290,21,218,64,180,156,232,214,646,88.58,270.69,275.63,58.96,Type_1,10,2,0
3292,272,21,484,186,450,161,241,217,902,46.88,157.67,640.21,42.87,Type_1,10,2,0
3125,114,10,0,0,2468,238,230,122,1362,58.67,215.26,217.57,13.57,Type_1,7,1,0
2967,333,19,408,39,3231,173,212,177,1952,43.41,226.78,723.21,27.72,Type_1,5,1,0
3166,74,6,30,-1,2436,228,228,135,1395,87.34,262.29,416.31,10.68,Type_1,7,1,0
2910,27,4,30,0,2881,218,230,149,1533,31.72,261.28,1036.95,63.43,Type_1,0,1,0
3258,291,23,285,48,458,150,229,216,899,43.96,362.46,180.19,20.14,Type_1,12,2,0
3098,283,16,295,-3,3725,173,239,205,1538,71.64,316.56,321.46,41.92,Type_1,10,1,0
3325,300,16,693,174,3120,173,232,198,785,39.98,225.98,956.99,35.24,Type_1,9,1,0
3413,28,9,648,213,750,217,220,139,871,55.02,418.95,1144.17,10.28,Type_1,6,2,0
3391,20,25,342,33,1167,193,178,111,1682,51.03,198.74,280.02,19.62,Type_1,6,2,0
3278,31,11,0,0,2529,217,216,133,1697,37.59,372.35,728.8,8.52,Type_1,5,1,0
3164,56,9,150,-10,2565,226,221,129,1262,63.94,203.51,589.96,11.62,Type_1,10,1,0
3051,329,22,283,49,3524,160,207,183,2065,38.52,276.55,778.62,21.22,Type_1,5,1,0
3416,270,24,607,218,743,150,240,225,934,84.3,377.99,254.84,16.05,Type_1,12,2,0
3159,43,10,180,-11,2607,222,218,130,1216,59.29,178.43,916.33,35.47,Type_1,10,1,0
3369,277,28,524,163,703,134,232,231,977,36.41,407.27,414.11,27.89,Type_1,12,2,0
3256,33,20,134,3,2580,212,191,107,1510,56.13,277.54,988.91,33.51,Type_1,5,1,0
3209,20,11,210,3,2618,212,217,140,1291,34.34,391.31,156.97,30.16,Type_1,10,1,0
3253,147,15,300,63,1588,239,237,124,1321,87.46,177.72,663.74,52.13,Type_1,12,2,0
3237,141,15,234,47,1671,241,235,119,1380,82.06,357.85,484.96,36.9,Type_1,12,2,0
3040,22,7,390,52,1146,216,225,146,1868,30.13,214.19,470.95,56.56,Type_1,10,1,0
3239,40,20,228,2,2640,218,193,103,1368,52.81,430.42,384.59,38.63,Type_1,5,1,0
3122,27,19,247,22,2841,208,194,116,1095,79.11,304.93,689.89,31.5,Type_1,5,1,0
3184,300,15,466,60,3715,176,232,196,1399,51.98,288.03,582.97,57.41,Type_1,10,1,0
3177,101,13,256,22,1183,242,222,108,2241,66.38,357.78,104.39,29.45,Type_1,7,2,0
3040,65,9,362,52,1124,229,222,126,1842,51.9,285.68,257.53,25.58,Type_1,10,1,0
3230,29,16,270,10,2673,213,204,123,1290,84.27,188.58,137.55,47.85,Type_1,10,1,0
3009,82,32,182,48,2970,244,166,27,1142,60.19,414.05,569.07,5.76,Type_1,12,1,0
3364,299,27,481,150,778,135,218,218,1142,77.31,345.1,109.44,44.72,Type_1,12,2,0
3242,311,17,661,24,3612,172,226,193,1279,72.48,276.25,326.69,51.95,Type_1,10,1,0
3473,195,5,693,195,1040,219,244,160,1173,88.54,164.34,1142.85,47.96,Type_1,6,2,0
3187,2,12,424,35,1129,203,216,151,2430,82.1,163.77,1040.91,51.18,Type_1,7,2,0
3225,47,13,408,17,2813,224,212,120,1061,83.59,393.26,1013.28,10.85,Type_1,10,1,0
3218,319,18,474,0,3788,171,220,189,1458,83.18,280.28,1048.66,15.1,Type_1,10,1,0
3095,336,25,446,45,3503,155,196,175,1507,59.51,390.43,840.24,17.16,Type_1,9,1,0
3202,3,5,524,47,1146,213,230,155,2527,46.72,222.5,489.91,51.9,Type_1,7,2,0
3155,339,19,552,114,3702,176,209,170,1745,39.53,212.02,417.92,39.71,Type_1,9,1,0
3222,335,15,306,18,3960,184,218,173,1632,41.74,269.06,1030.5,27.16,Type_1,10,1,0
3199,19,9,474,27,1416,214,222,144,2264,65.44,417.95,1121.1,5.61,Type_1,7,2,0
3200,325,15,67,2,1959,181,222,180,1725,44.24,264.93,653.36,56.64,Type_1,7,2,0
2985,47,9,30,6,3254,224,220,130,949,47.32,180.5,220.15,46.31,Type_1,0,1,0
2988,348,9,30,5,3305,203,225,161,960,55.1,300.07,830.71,44.19,Type_1,0,1,0
3003,315,16,67,0,3408,176,226,189,1126,63.56,305.84,557.27,18.36,Type_1,10,1,0
3204,352,17,516,79,3805,188,208,156,1651,39.17,225.62,711.91,53.84,Type_1,9,1,0
3335,346,31,180,57,1055,145,174,157,1492,58.32,417.8,1078.62,30.28,Type_1,9,2,0
3144,101,21,335,86,3302,249,206,75,582,89.63,370.59,954.07,13.58,Type_1,12,1,0
3226,315,12,90,8,4228,187,230,183,1894,73.73,331.05,232.07,16.38,Type_1,10,1,0
3331,11,14,806,195,3247,204,211,142,816,61.44,449.44,583.63,28.96,Type_1,5,1,0
3319,15,14,658,201,3267,207,210,138,658,60.3,180.24,1083.16,42.5,Type_1,5,1,0
3260,53,14,309,78,4207,227,209,112,1950,61.52,396.37,703.68,57.05,Type_1,9,1,0
3130,110,27,255,50,3429,254,200,56,424,72.83,415.05,361.76,14.44,Type_1,9,1,0
3265,288,15,424,71,4095,175,237,201,1674,56.13,284.83,254.72,28.16,Type_1,9,1,0
3078,321,14,85,-1,3757,184,226,182,981,45.09,187.81,173.79,25.0,Type_1,10,1,0
3209,278,17,258,54,4020,172,241,207,1492,71.68,332.72,684.99,13.9,Type_1,9,1,0
3101,344,20,212,10,3841,177,206,165,882,74.35,292.42,111.28,7.51,Type_1,5,1,0
3160,124,24,255,48,3560,252,215,77,268,77.78,207.88,430.11,38.12,Type_1,12,1,0
3304,133,26,509,160,3528,250,216,76,552,72.78,387.1,326.47,63.23,Type_1,9,1,0
3083,29,7,0,0,3681,218,224,142,319,46.41,361.22,636.02,49.33,Type_1,7,1,0
3290,348,11,342,67,4568,199,222,161,2140,37.3,208.17,255.15,16.86,Type_1,10,1,0
3097,48,6,0,0,3713,223,226,139,212,72.36,192.1,687.01,19.08,Type_1,7,1,0
3154,112,17,212,22,3690,247,220,96,228,55.94,342.62,896.76,46.7,Type_1,12,1,0
3135,347,28,242,60,3912,156,183,157,514,64.95,431.96,772.71,10.21,Type_1,5,1,0
3227,319,10,0,0,4339,193,231,177,1410,87.19,177.94,1115.94,25.54,Type_1,10,1,0
3171,113,15,228,17,3840,245,223,103,400,63.76,177.98,982.24,54.26,Type_1,12,1,0
3376,97,8,633,105,2174,233,229,129,2713,74.28,394.6,558.81,12.82,Type_1,11,2,0
3260,171,10,484,86,3840,227,245,149,849,76.04,239.06,695.14,64.58,Type_1,12,1,0
3235,347,18,297,39,4308,184,209,162,1116,84.32,442.77,749.85,14.27,Type_1,15,1,0
3143,12,8,30,7,4009,212,224,149,190,47.79,290.07,256.08,42.91,Type_1,7,1,0
3251,343,9,467,74,4290,202,227,163,947,39.56,297.75,658.6,7.08,Type_1,15,1,0
3340,124,16,633,159,3964,245,227,106,1194,64.54,355.89,928.74,21.35,Type_1,12,1,0
3195,318,18,162,-1,4158,171,221,189,404,65.0,296.16,504.02,56.81,Type_1,5,1,0
3224,305,18,228,11,4213,168,228,199,492,75.0,387.29,1111.92,50.89,Type_1,5,1,0
3256,102,21,361,75,4050,249,208,78,959,60.59,394.6,520.31,45.3,Type_1,12,1,0
3418,113,16,484,-46,2047,246,221,98,2835,36.29,219.16,256.29,13.78,Type_1,9,2,0
3378,111,11,495,75,1905,240,228,117,2974,88.28,443.33,519.22,64.63,Type_1,11,2,0
3220,357,9,134,29,4331,207,225,156,514,37.07,284.0,485.11,45.27,Type_1,15,1,0
3316,317,12,658,82,4618,188,230,181,1114,87.5,227.88,257.35,55.15,Type_1,9,1,0
3344,90,12,319,41,1724,239,220,110,3155,43.86,236.23,122.57,40.65,Type_1,11,2,0
3365,121,11,277,47,1698,239,231,121,3185,32.79,248.38,647.67,47.98,Type_1,11,2,0
3378,95,8,242,39,1744,234,228,126,3166,85.71,165.29,1068.2,23.99,Type_1,11,2,0
3202,329,17,192,23,4526,178,218,179,872,67.8,406.69,301.89,39.57,Type_1,15,1,0
3257,324,17,295,28,4583,175,220,183,780,80.73,299.51,925.18,41.63,Type_1,15,1,0
3352,99,11,30,-2,1612,238,225,117,3357,37.64,331.2,612.45,19.22,Type_1,20,2,0
3386,207,15,295,41,2440,208,253,176,3393,61.79,267.51,935.14,43.22,Type_1,15,2,0
3372,70,11,395,17,1104,232,218,117,3808,34.5,333.74,497.02,54.29,Type_1,11,2,0
3139,129,7,212,61,150,231,236,137,2305,78.16,275.22,601.24,15.92,Type_1,15,2,0
3388,120,13,324,55,1099,242,229,114,3918,76.61,255.12,422.2,7.36,Type_1,11,2,0
3145,123,16,170,67,127,246,226,103,2613,72.01,418.35,1003.13,28.72,Type_1,15,2,0
3200,187,11,30,-4,2240,221,248,159,3917,41.62,165.04,745.52,17.93,Type_1,7,2,0
3399,134,15,660,70,1207,242,232,115,4055,42.5,208.96,128.29,61.95,Type_1,11,2,0
3285,215,11,212,0,1846,209,251,176,3933,84.68,447.89,306.29,23.04,Type_1,15,2,0
3180,147,8,30,0,2239,232,239,140,4045,75.11,339.36,424.66,50.53,Type_1,8,2,0
3355,253,23,607,-1,1464,163,248,219,4065,38.4,249.38,653.06,30.7,Type_1,12,2,0
3287,212,13,417,134,1634,209,252,177,4091,50.9,316.11,428.49,31.84,Type_1,15,2,0
3255,196,21,295,102,1634,210,252,167,4175,82.46,195.11,473.19,29.92,Type_1,15,2,0
3120,173,8,234,42,124,225,244,152,3409,47.44,419.24,512.09,23.36,Type_1,10,2,0
3188,80,19,162,14,2174,241,202,84,4298,66.89,173.83,412.44,8.57,Type_1,7,2,0
3111,169,10,212,33,108,228,244,148,3462,84.17,254.67,331.88,14.89,Type_1,10,2,0
3350,176,14,726,21,870,226,247,149,4468,87.74,333.15,369.26,29.1,Type_1,12,2,0
3336,139,9,684,7,764,234,238,135,4519,61.51,389.67,1030.96,37.74,Type_1,12,2,0
3157,38,8,90,3,1784,220,222,137,4445,61.48,204.37,283.59,46.32,Type_1,10,2,0
3293,70,19,192,10,2214,237,198,85,4526,63.3,418.54,1076.56,36.9,Type_1,9,2,0
3305,23,10,170,10,1825,214,218,139,4867,42.87,397.96,525.71,31.38,Type_1,10,2,0
3144,37,10,67,7,1104,220,219,133,4899,86.2,211.32,222.03,25.11,Type_1,10,2,0
3290,45,16,426,22,1570,223,204,111,4959,55.93,398.64,1182.41,51.59,Type_1,10,2,0
3305,9,16,607,168,1150,200,206,140,5340,58.56,391.61,249.93,37.37,Type_1,5,2,0
3266,77,17,488,130,949,239,206,91,5344,87.26,299.28,803.58,57.29,Type_1,10,2,0
2628,48,13,532,58,2966,224,211,118,2858,44.84,308.0,667.26,56.85,Type_1,18,1,0
2630,85,14,497,24,2893,239,216,104,2724,57.35,448.47,706.52,28.27,Type_1,18,1,0
2633,50,18,466,-77,2886,225,199,101,2643,87.31,250.9,1082.94,59.77,Type_1,18,1,0
2674,21,23,424,-49,2881,197,184,115,2536,58.67,194.32,281.59,63.6,Type_1,18,1,0
3140,108,10,270,29,323,238,228,120,5527,73.64,376.75,965.07,36.12,Type_1,7,2,0
3154,97,10,446,28,424,236,226,120,5711,56.58,298.35,451.14,11.43,Type_1,7,2,0
2712,17,24,366,-29,2880,192,182,118,2457,39.94,359.08,878.24,46.74,Type_1,18,1,0
3160,77,9,470,49,424,232,223,122,5753,88.92,153.57,354.62,43.82,Type_1,7,2,0
3147,108,8,424,27,382,235,231,128,5702,35.77,341.24,321.09,50.51,Type_1,7,2,0
2808,10,11,618,76,3361,208,218,146,2694,65.35,312.48,870.85,9.47,Type_1,18,1,0
2835,14,10,525,22,3337,210,218,144,2558,36.97,233.06,763.96,59.65,Type_1,18,1,0
2696,4,13,30,10,2800,202,214,148,6524,53.91,293.13,447.62,61.24,Type_1,1,0,0
2772,331,12,95,23,3510,190,224,173,5792,40.19,151.28,556.68,28.62,Type_1,1,0,0
2725,79,10,95,4,2270,234,222,119,6993,30.26,342.57,384.88,59.02,Type_1,4,0,0
2778,18,11,228,92,3013,211,217,142,6344,52.31,223.37,1185.54,60.84,Type_1,1,0,0
2837,358,7,234,85,3486,209,227,156,5999,85.3,360.48,689.31,19.4,Type_1,4,0,0
2968,52,11,0,0,6177,226,216,123,3577,43.67,394.9,731.49,29.92,Type_1,2,0,0
2900,2,20,474,108,4478,187,197,143,5254,41.96,432.52,545.27,27.55,Type_1,1,0,0
2945,4,7,30,6,5947,211,227,153,3872,66.3,273.23,427.82,27.86,Type_1,5,0,0
2896,294,24,180,82,5114,147,227,216,4744,46.94,400.94,485.39,23.0,Type_1,5,0,0
2834,109,12,67,10,5418,241,226,113,4546,32.66,309.1,383.33,11.31,Type_1,1,0,0
3093,258,8,30,0,6194,201,245,182,2405,30.66,158.17,799.6,46.77,Type_1,1,0,0
3037,45,12,541,3,6508,223,214,123,3578,71.28,441.37,974.63,37.51,Type_1,1,0,0
3054,3,25,124,36,5010,178,183,136,1972,62.73,234.99,652.25,46.01,Type_1,1,0,0
3159,118,21,446,102,4710,250,216,83,1784,55.27,158.23,1066.0,11.91,Type_1,1,0,0
3004,235,6,216,9,5698,210,245,173,2391,80.37,186.8,707.01,26.76,Type_1,1,0,0
3178,343,9,806,137,4327,202,226,163,2089,53.92,265.37,268.09,62.89,Type_1,1,0,0
2991,56,21,134,9,5179,229,190,84,2642,55.0,290.78,865.84,52.39,Type_1,1,0,0
3109,71,21,268,39,4901,238,195,79,2713,35.93,386.99,832.71,6.37,Type_1,1,0,0
3062,68,25,67,15,4970,236,183,63,2831,54.95,299.7,734.99,12.53,Type_1,1,0,0
2926,51,9,95,10,5032,225,220,128,3250,52.54,429.63,858.19,12.05,Type_1,3,0,0
3185,338,11,67,17,4310,196,225,167,3287,30.47,399.43,501.07,56.15,Type_1,7,0,0
3067,16,15,612,151,4517,206,207,136,3691,88.77,157.0,909.19,41.32,Type_1,1,0,0
3004,151,8,769,32,5571,231,240,141,6225,59.75,410.43,1022.66,8.93,Type_1,1,0,0
2936,353,6,150,27,4767,210,230,158,4255,85.83,370.28,1072.23,31.2,Type_1,7,0,0
3129,357,14,854,210,4279,197,213,153,3792,83.4,156.5,272.59,16.17,Type_1,1,0,0
3244,107,9,150,23,3795,236,229,124,3388,47.78,207.71,403.4,50.7,Type_1,1,0,0
3254,129,12,242,33,3664,240,233,121,3413,56.64,411.82,274.86,42.33,Type_1,1,0,0
2782,45,5,0,0,2192,221,229,143,3235,59.05,286.83,291.84,42.26,Type_1,0,0,0
3234,59,4,350,13,3653,223,231,143,3855,54.88,274.36,526.64,56.47,Type_1,7,0,0
2945,24,17,331,45,4526,208,200,124,5060,67.31,417.24,161.21,33.67,Type_1,1,0,0
2985,54,13,277,53,4395,227,211,115,5130,36.04,203.82,616.15,51.98,Type_1,1,0,0
3142,180,14,95,10,3678,225,248,153,4849,84.31,378.94,290.35,53.39,Type_1,1,0,0
3083,122,9,90,13,3470,235,233,129,5299,70.33,409.54,193.06,54.5,Type_1,2,0,0
3191,115,7,134,19,2754,232,233,134,5314,72.18,152.55,265.1,41.67,Type_1,9,0,0
2909,139,10,170,5,4387,235,237,132,4012,53.92,165.97,486.87,53.63,Type_1,2,0,0
3008,123,12,180,36,5193,240,231,120,4061,48.5,399.97,1137.69,40.88,Type_1,2,0,0
3057,333,7,658,85,5700,205,232,166,3757,39.62,361.48,658.57,16.23,Type_1,1,0,0
3014,4,12,335,32,3081,204,218,150,5992,65.89,192.98,353.96,9.98,Type_1,1,0,0
2886,105,11,60,0,4272,240,226,115,3215,81.29,339.09,594.72,62.96,Type_1,1,0,0
2795,187,10,42,1,3662,222,248,159,3118,52.54,347.67,701.48,25.22,Type_1,2,0,0
3059,57,16,234,25,3056,229,206,105,5656,42.97,438.17,1021.79,39.51,Type_1,1,0,0
3014,40,11,537,13,3849,221,216,128,4677,84.07,210.44,612.13,58.09,Type_1,1,0,0
2926,114,6,120,13,4694,232,233,135,3829,60.38,372.43,185.92,22.16,Type_1,7,0,0
3064,5,12,604,14,3810,205,217,149,4508,79.97,446.63,179.11,32.35,Type_1,1,0,0
3172,79,10,474,30,2966,233,223,121,4850,79.3,163.29,1031.25,53.6,Type_1,1,0,0
3054,1,16,300,4,3985,196,209,149,3627,80.92,264.29,222.63,44.53,Type_1,1,0,0
3123,63,10,216,17,3622,229,221,124,3891,45.22,320.41,1014.07,61.48,Type_1,7,0,0
3146,52,11,108,4,3182,226,216,123,4300,78.5,347.45,344.48,18.14,Type_1,7,0,0
3175,10,12,700,62,3445,207,216,145,3695,78.66,282.73,827.77,59.0,Type_1,1,0,0
3083,29,12,85,-2,4101,216,213,131,2754,54.85,243.13,578.22,30.42,Type_1,1,0,0
2579,247,2,283,-2,382,215,240,162,1243,60.9,192.23,1037.52,64.33,Type_1,24,0,0
2920,2,17,150,23,4292,194,205,146,424,80.19,433.98,468.9,37.03,Type_1,1,0,0
2850,99,23,67,18,4909,250,201,65,124,78.34,228.55,393.83,31.86,Type_1,2,0,0
2821,356,6,0,0,2408,210,229,157,2676,77.32,305.48,848.64,6.64,Type_1,7,0,0
2835,324,6,30,-5,5169,204,233,168,402,53.14,441.21,1080.53,42.48,Type_1,7,0,0
3106,45,14,297,33,3613,223,208,116,2707,31.5,333.8,1140.12,41.07,Type_1,5,0,0
2855,154,6,108,17,2635,227,241,147,2505,49.28,441.43,99.55,13.52,Type_1,2,0,0
3070,105,13,350,95,3743,242,223,108,2534,85.07,264.09,514.98,52.93,Type_1,2,0,0
2867,211,8,85,12,2830,213,248,170,2291,38.38,357.4,934.75,43.79,Type_1,2,0,0
3090,154,16,323,66,3529,237,239,127,2742,46.44,154.15,326.03,60.16,Type_1,2,0,0
3139,129,9,150,30,2958,235,235,130,3298,55.1,177.64,561.52,44.49,Type_1,2,0,0
3102,321,9,67,-2,5240,197,231,174,644,89.92,307.33,440.04,43.42,Type_1,1,0,0
3228,11,18,395,37,3694,198,200,136,3034,77.71,162.12,632.39,61.35,Type_1,2,0,0
2953,117,7,108,7,5312,233,233,132,2064,76.9,319.05,775.99,15.6,Type_1,1,0,0
3058,319,9,153,25,4779,197,232,175,895,50.2,360.9,1110.77,26.15,Type_1,1,0,0
3155,62,8,210,55,5444,227,223,130,361,38.67,345.24,99.07,13.68,Type_1,1,0,0
2976,42,7,240,22,5014,221,225,138,2554,43.98,177.31,225.54,12.56,Type_1,1,0,0
3111,342,6,134,25,5235,208,231,162,335,84.33,323.18,904.01,54.5,Type_1,1,0,0
2961,83,10,30,7,5226,235,222,119,2452,32.21,194.18,382.42,50.04,Type_1,7,0,0
3267,86,7,283,62,3068,231,228,130,3989,67.01,182.8,372.62,32.0,Type_1,6,0,0
2989,217,12,124,22,4564,207,251,179,1889,39.85,384.39,312.1,10.8,Type_1,1,0,0
3091,27,2,162,7,5193,218,234,153,1134,44.21,398.95,386.58,32.08,Type_1,1,0,0
3095,18,2,228,11,5187,217,234,154,1200,60.15,448.34,1054.31,40.48,Type_1,1,0,0
3161,90,1,170,19,5708,221,236,151,751,46.27,278.6,944.7,64.14,Type_1,1,0,0
2980,61,5,0,0,5484,224,229,141,2335,57.83,437.26,1060.27,11.84,Type_1,7,0,0
3095,357,8,85,0,5420,207,226,156,1087,33.53,201.87,177.48,64.28,Type_1,0,0,0
2972,55,9,30,5,5489,226,221,128,2301,73.76,293.83,817.34,29.34,Type_1,8,0,0
3117,92,11,212,22,5598,237,223,116,1047,49.73,168.0,258.14,49.62,Type_1,1,0,0
3071,80,12,509,55,5001,236,219,113,1579,46.78,324.42,933.35,23.87,Type_1,1,0,0
3162,8,29,499,66,5835,175,171,122,1071,64.24,211.24,608.6,17.86,Type_1,1,0,0
2795,37,5,190,2,1153,220,229,145,2523,50.09,157.99,910.98,46.97,Type_1,1,0,0
2936,63,7,67,1,2226,227,225,132,2138,85.63,173.63,135.98,20.75,Type_1,1,0,0
3016,20,6,30,1,5155,216,228,149,2479,35.39,366.57,708.62,59.87,Type_1,7,0,0
3214,63,6,443,66,5885,226,227,135,1816,86.97,188.04,865.98,30.34,Type_1,1,0,0
3135,63,8,0,0,5370,227,224,131,2145,37.05,447.28,739.32,21.84,Type_1,7,0,0
3186,36,16,607,48,4370,217,202,116,3261,54.53,339.31,651.64,20.48,Type_1,1,0,0
2747,110,8,60,-8,671,234,231,129,2232,42.37,383.73,1071.64,9.55,Type_1,1,0,0
3199,70,19,569,124,4307,237,198,85,3316,54.17,267.79,1054.15,25.49,Type_1,1,0,0
3072,346,4,242,5,5218,212,233,159,2568,34.56,198.54,923.37,36.2,Type_1,7,0,0
3086,117,7,95,11,4545,232,234,135,3104,71.72,280.13,863.89,61.67,Type_1,1,0,0
2978,64,10,153,-29,2240,230,219,122,1296,45.16,381.57,260.14,25.82,Type_1,1,0,0
2794,296,17,60,12,782,169,232,202,2039,81.88,202.49,997.19,54.03,Type_1,2,0,0
3314,50,4,573,53,3586,222,231,145,4036,64.17,370.42,994.18,60.14,Type_1,6,0,0
3139,44,15,376,76,4986,222,205,114,2980,54.63,163.93,1080.67,22.83,Type_1,2,0,0
3155,2,6,30,3,4972,212,229,154,2723,41.55,401.37,926.75,63.22,Type_1,7,0,0
3123,48,7,190,39,5180,223,224,136,3103,48.41,275.14,292.05,25.83,Type_1,10,0,0
2925,107,5,67,9,1657,229,234,139,1245,30.34,359.28,162.6,61.89,Type_1,1,0,0
3041,30,4,67,2,2911,218,231,149,404,62.0,266.9,234.06,15.54,Type_1,10,0,0
3142,90,2,85,5,4184,222,236,150,1638,60.47,329.09,1061.83,8.26,Type_1,7,0,0
3240,67,20,524,136,4860,236,197,85,3094,60.55,339.41,718.67,29.97,Type_1,1,0,0
3095,173,10,285,2,3613,226,245,150,967,71.66,189.12,1140.84,35.18,Type_1,1,0,0
2968,308,14,108,24,1944,181,230,189,1110,44.92,155.31,381.66,16.35,Type_1,1,0,0
3059,34,3,228,10,3185,219,232,149,395,68.04,349.62,352.58,63.7,Type_1,10,0,0
3006,156,11,170,34,2362,233,241,138,636,45.42,221.75,1148.36,21.22,Type_1,1,0,0
2970,39,6,295,-18,1477,221,226,141,1776,31.33,228.21,462.66,19.43,Type_1,10,0,0
3215,270,7,564,67,5968,203,242,179,2639,44.37,277.98,454.73,38.96,Type_1,10,0,0
3020,280,11,408,14,2821,191,241,190,216,43.27,338.95,434.74,18.35,Type_1,10,0,0
3074,239,1,404,19,3303,216,240,161,488,37.65,174.39,702.19,25.58,Type_1,10,0,0
3036,51,12,424,25,3055,226,214,120,335,62.73,383.47,649.71,35.36,Type_1,10,0,0
3248,33,7,371,69,4282,219,226,143,2856,70.68,218.28,187.41,56.0,Type_1,10,0,0
3093,0,4,30,2,3963,214,232,156,1159,47.76,374.2,513.98,49.25,Type_1,10,0,0
3094,354,10,150,8,3848,204,223,157,1033,63.7,200.99,238.92,50.64,Type_1,1,0,0
3110,357,15,306,33,3711,194,211,153,890,72.89,223.95,620.66,15.69,Type_1,1,0,0
3013,210,4,30,0,2993,217,243,163,646,69.99,249.43,857.45,6.65,Type_1,1,0,0
3120,319,15,150,22,4070,181,226,184,1209,82.25,325.62,696.58,23.91,Type_1,1,0,0
3049,321,3,192,27,2106,211,236,164,1409,82.21,251.35,511.42,25.88,Type_1,7,0,0
3046,100,9,30,2,3449,236,227,122,485,55.79,408.87,364.71,64.57,Type_1,1,0,0
3028,57,11,60,0,3376,228,216,120,391,68.49,415.36,555.56,42.06,Type_1,1,0,0
2979,110,13,30,3,1529,242,226,111,1959,79.09,398.31,1115.77,36.01,Type_1,7,0,0
3006,327,10,30,3,2767,196,229,173,752,30.34,409.45,314.89,31.41,Type_1,7,0,0
3228,117,5,175,10,4680,229,235,139,2041,82.32,385.68,1161.81,43.96,Type_1,10,0,0
3044,281,8,242,56,2571,199,241,182,920,43.5,315.3,301.9,53.54,Type_1,1,0,0
3221,90,4,120,9,4752,226,233,143,1978,58.61,183.32,108.34,60.68,Type_1,10,0,0
3192,45,1,576,9,5315,219,235,153,2210,37.95,392.87,447.78,28.37,Type_1,8,0,0
3040,297,9,242,40,2620,195,237,182,866,40.63,396.09,698.8,63.51,Type_1,1,0,0
3133,354,25,90,38,4651,169,187,149,1481,89.59,238.73,240.74,18.29,Type_1,7,0,0
3027,315,12,67,12,2831,188,230,182,655,89.69,302.42,218.86,24.02,Type_1,7,0,0
3172,180,1,319,10,4326,219,239,157,992,86.45,156.87,549.78,7.23,Type_1,1,0,0
3073,87,16,108,13,2239,242,212,96,1290,41.64,319.77,931.63,13.28,Type_1,2,0,0
3215,294,10,458,-8,5393,191,238,187,1878,64.18,370.68,531.03,27.89,Type_1,10,0,0
3050,330,8,247,0,2053,202,231,168,1608,69.4,224.91,731.23,46.88,Type_1,7,0,0
3039,49,5,30,0,3700,222,229,142,379,50.38,336.93,1031.64,25.51,Type_1,7,0,0
3127,153,11,127,-17,4566,233,241,138,1100,32.53,182.02,874.47,44.89,Type_1,7,0,0
3156,148,16,162,0,4784,239,237,123,1316,57.24,150.07,154.71,35.36,Type_1,2,0,0
3309,61,21,42,10,3944,232,191,82,1632,76.3,318.67,900.03,21.83,Type_1,6,0,0
3307,90,16,234,73,4331,243,213,96,1231,65.32,300.55,844.75,12.88,Type_1,1,0,0
3238,135,9,402,25,5563,235,236,133,1332,76.7,359.56,391.27,26.44,Type_1,10,0,0
3163,30,11,247,27,2871,216,215,133,1256,30.74,441.12,301.29,13.49,Type_1,1,0,0
